Winner,yBinary,title_bout,titleBoutBinary,no_of_rounds,weightClass,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,B_current_lose_streak,B_current_win_streak,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_wins,B_Height_cms,B-R_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_wins,R_Height_cms,R_Weight_lbs,B_age,R_age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,1,8.2,6.2,9.6,7.8,33.4,8.2,5.4,3.2,33.6,7.6,0,6.6,5.4,2,0,48.4,19.2,0.43,0,6,2,0.396,88,53,2,2,4.6,3.4,6.6,4.4,28.4,6.2,1.6,0.6,31.2,7.6,0,0.8,0.2,0,0,36.6,11.2,0.376,0.6,1.8,1.2,0.3,48.2,20,14,771.8,0,0,1,2,0,0,3,185.42,2.54,185,1,0,8.428571429,6.857142857,2.857142857,2.142857143,29.42857143,14.42857143,17.85714286,13.14285714,37.28571429,18.85714286,0.285714286,4.428571429,4,1.428571429,0,50.14285714,29.71428571,0.59,0.857142857,0.857142857,0.428571429,0.214285714,59,37.71428571,5,2,4.857142857,3.285714286,1.428571429,1.428571429,33.71428571,13.14285714,1.714285714,1.428571429,28.57142857,9.285714286,0.428571429,3.428571429,3.428571429,0.571428571,0,36.85714286,16,0.42,0,1.285714286,0.428571429,0.071428571,40.28571429,19,12,363.8571429,2,0,0,0,2,3,5,190.5,185,35,32,0,1,0,0,0,0,0,1,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,1,0,12.09090909,8.909090909,9.454545455,5.545454545,96.63636364,39.63636364,6.545454545,4.272727273,92.81818182,33.81818182,0.545454545,7.727272727,6.727272727,1.454545455,0.454545455,112.6363636,49.45454545,0.453636364,0.181818182,1.636363636,0.818181818,0.287272727,135.7272727,69.36363636,5,3,14,8.454545455,9.090909091,5.727272727,80.36363636,26.27272727,1.818181818,1.272727273,71.27272727,20.18181818,0.090909091,6,4.636363636,0.818181818,0.363636364,91.27272727,33.27272727,0.367272727,0,3.636363636,1.363636364,0.270909091,103.4545455,44.09090909,28,729.9090909,1,0,2,2,2,2,8,175.26,-17.78,185,3,0,7.25,4.166666667,4.583333333,3,48.66666667,17.41666667,14.66666667,9.666666667,56.25,22.66666667,0.25,4.416666667,3.25,2.333333333,0,67.91666667,30.08333333,0.465833333,0.666666667,4.75,2.416666667,0.6475,86,45.25,9,3,8.833333333,6.333333333,8,5.333333333,48.91666667,18.75,9.75,7.25,52.83333333,21,0.083333333,5,4,0.416666667,0.083333333,66.66666667,31.33333333,0.4225,0.083333333,1.25,0.333333333,0.096666667,78.08333333,40.91666667,29,604.5,5,0,0,3,4,2,9,187.96,185,25,33,0,0,0,1,0,0,1,0,0
Blue,1,TRUE,1,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,7,7.454545455,5,8.727272727,5.181818182,105.9090909,41.36363636,8.454545455,5.454545455,107.1818182,39.90909091,0.727272727,8.454545455,7.090909091,0.818181818,0,123.0909091,52,0.451818182,0,0.545454545,0.363636364,0.272727273,131.5454545,60,7,2,14.81818182,7.636363636,7.181818182,4.818181818,97.63636364,32.72727273,1.545454545,1.181818182,79.54545455,21.72727273,0.181818182,12,9.363636364,0.181818182,0.181818182,106.3636364,38.72727273,0.372727273,0.090909091,3.181818182,0.272727273,0.059090909,113.6363636,45,25,602.3636364,1,0,0,4,5,0,9,182.88,0,185,0,8,10.625,7.5,5.125,3.375,48.375,24.5,14,9.375,45,21,0.75,11.875,8.75,0.75,0,67.5,37.25,0.5975,0,3.5,1.625,0.31125,80.25,49,8,0,12,5.875,4,1.875,57.25,19.625,2,1.375,41.625,10,0,9.625,7,0.625,0,63.25,22.875,0.3425,0.125,4.375,0.875,0.14875,71.125,29.625,22,671.75,0,0,1,1,6,0,8,182.88,185,26,40,0,1,0,0,0,0,0,1,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,5,2.125,1.125,5.25,3.375,30.375,10.375,11.5,5.875,40.25,15.25,0.375,4.75,3.25,1.75,0,47.125,19.625,0.48,0.375,4.25,1.375,0.15375,72.125,42.125,5,1,6.5,5.375,3.125,2.125,26,10.625,3.375,2.875,22,7,0,4,3.25,0,0,32.5,15.625,0.28,0,0.625,0,0,47,29,14,385.625,0,0,0,2,4,1,7,185.42,10.16,185,0,5,7.555555556,5.111111111,9.111111111,5.444444444,115.6666667,43.88888889,7,4.444444444,114.1111111,40.22222222,0.666666667,10.11111111,8.444444444,1,0,131.7777778,53.77777778,0.434444444,0,0.666666667,0.444444444,0.333333333,141.6666667,63.11111111,5,2,17.44444444,8.888888889,6.444444444,4.444444444,113,38.33333333,1.888888889,1.444444444,89.22222222,23.88888889,0.222222222,14.66666667,11.44444444,0.111111111,0.222222222,121.3333333,44.22222222,0.377777778,0.111111111,3.222222222,0.222222222,0.035555556,129.1111111,50.77777778,22,652.3333333,1,0,0,4,3,0,7,182.88,185,32,25,0,0,0,1,0,0,1,0,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,2,0,9.3,6,3.8,3.1,43.7,20.7,7.7,5.4,36.9,15,0.3,9,8.2,0.1,0.4,55.2,29.2,0.542,0.2,1.7,0.7,0.324,65.8,38.8,3,5,8,4.6,7.1,5.5,47.2,17.6,6.2,3.8,38,10.1,0.1,14.5,12.2,2.1,0,60.5,26.9,0.491,0.2,3.1,0.8,0.242,85.8,48.6,21,559.5,1,0,0,1,2,0,5,182.88,7.62,185,0,3,6.2,4.2,6.4,3.8,59.6,26.3,13.1,9.5,64.9,28.4,0.2,8,7,2.1,0.1,79.1,39.6,0.505,0.3,1.4,0.8,0.325,106.5,63,3,3,5.3,2.3,1.2,0.7,41.5,10.4,4.1,3.1,36.8,8.5,0.1,4.7,3.4,0.9,0,46.8,14.2,0.355,0.2,3.2,0.6,0.123,51.7,18.8,24,643.7,0,0,0,3,3,1,7,187.96,185,32,31,0,1,0,0,0,0,1,0,0
Red,0,TRUE,1,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,1,5.647058824,4.705882353,12.52941176,8.705882353,33.82352941,11.41176471,8.647058824,6.058823529,43.11764706,16.52941176,0.411764706,6.235294118,4.941176471,0.588235294,0.176470588,55,26.17647059,0.507058824,0.294117647,1.823529412,0.823529412,0.231764706,70.47058824,40.70588235,4,8,8.588235294,7,8.294117647,5.235294118,43.64705882,18.52941176,14.17647059,9.941176471,52.47058824,22.41176471,0.647058824,5.058823529,4.294117647,2,0,66.11764706,33.70588235,0.521764706,0.470588235,2.882352941,1.058823529,0.32,92.70588235,58.64705882,42,688.5294118,3,0,2,3,4,0,9,180.34,-2.54,185,0,4,9.961538462,7.038461538,9.076923077,5.807692308,123.4615385,43.19230769,9.576923077,5.384615385,122.8076923,39.11538462,0.307692308,9.346153846,8.230769231,0.576923077,0.076923077,142.1153846,54.38461538,0.389615385,0.192307692,2.307692308,1,0.256923077,156.7692308,67.26923077,4,7,11.03846154,6.5,6.153846154,3.076923077,86.03846154,26.96153846,4.653846154,2.461538462,76.96153846,18.96153846,0.307692308,8.846153846,7.038461538,1.346153846,0.076923077,96.84615385,32.5,0.343846154,0.269230769,3.461538462,1.230769231,0.217307692,109.0384615,42.69230769,70,746.9230769,2,0,2,7,10,0,19,185.42,185,46,37,0,1,0,0,0,0,1,0,0
Blue,1,TRUE,1,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,3,10.24,7.2,9.4,6,126.56,44.24,9.84,5.48,126,40.12,0.24,9.56,8.4,0.6,0.08,145.8,55.72,0.3884,0.2,2.4,1.04,0.2672,161.04,69.12,4,7,11.12,6.44,6.36,3.16,88.04,27.4,4.84,2.56,79.08,19.48,0.32,9.04,7.2,1.4,0.08,99.24,33.12,0.3396,0.28,3.6,1.28,0.226,111.92,43.72,69,768.16,1,0,2,7,9,0,18,185.42,-5.08,185,0,5,8.333333333,6.666666667,3.166666667,2.333333333,28.33333333,14.16666667,20.83333333,15.33333333,39.5,21,0.333333333,4.5,4.166666667,1.666666667,0,52.33333333,31.83333333,0.613333333,1,1,0.5,0.25,62.66666667,41.16666667,5,1,5.166666667,3.333333333,1.5,1.5,31.66666667,12.5,1.5,1.166666667,26.16666667,8.5,0.166666667,3.333333333,3.333333333,0.666666667,0,34.66666667,15.16666667,0.42,0,1.5,0.5,0.083333333,38.66666667,18.66666667,11,388.5,1,0,0,0,2,3,5,190.5,185,37,31,0,1,0,0,0,0,0,1,0
Blue,1,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,2,9.833333333,7,9.541666667,6.083333333,119.375,42,9.791666667,5.458333333,120.7916667,39.375,0.208333333,8.083333333,7.166666667,0.625,0.083333333,138.7083333,53.54166667,0.390416667,0.208333333,2.458333333,1.083333333,0.278333333,154.4166667,67.33333333,4,7,10.83333333,6.083333333,6.416666667,3.125,86.45833333,25.66666667,4.875,2.583333333,78.04166667,18.33333333,0.291666667,8.875,6.958333333,1.458333333,0.083333333,97.75,31.375,0.330833333,0.291666667,3.75,1.333333333,0.235416667,110.9583333,42.41666667,64,737.6666667,1,0,2,6,9,0,17,185.42,-5.08,185,3,0,7.526315789,6.315789474,6.315789474,5.368421053,34.94736842,19.36842105,9.105263158,7.105263158,33.31578947,17.47368421,0.894736842,9.526315789,8.052631579,0.157894737,0.052631579,50.36842105,31.84210526,0.675789474,0.315789474,0.210526316,0.157894737,0.157894737,60.42105263,40.57894737,16,3,4.578947368,2.526315789,4.526315789,2.315789474,34.73684211,9.894736842,11.73684211,6.789473684,39.42105263,12.05263158,0.105263158,7,4.421052632,0.789473684,0.052631579,51,19,0.331578947,0.210526316,3.263157895,0.684210526,0.210526316,75.47368421,40.73684211,44,567.3157895,13,0,0,2,11,3,16,187.96,185,36,40,0,1,0,0,0,0,0,1,0
Blue,1,TRUE,1,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,4,5.6,4.4,1.2,1,17.4,8.2,6,3.8,16,6,0.4,3,2.6,1,0,24.6,13,0.606,1,0.4,0.2,0.2,29.4,17.2,4,1,2.4,0.4,0.4,0.4,24.6,7,1.6,1.2,21.2,5.2,0.2,3,3,0,0,26.6,8.6,0.376,0,0.6,0,0,28,10,7,247.8,0,0,0,0,1,3,4,190.5,-2.54,185,0,9,5.555555556,2.555555556,5.222222222,3.222222222,49.22222222,16,19.33333333,12.77777778,64.11111111,26.22222222,0.333333333,4.111111111,3.222222222,2.444444444,0,73.77777778,32,0.473333333,0.777777778,4.111111111,2.333333333,0.721111111,94.66666667,49.66666667,9,0,8.333333333,5.666666667,6.777777778,4.333333333,45.44444444,15.55555556,0.666666667,0.444444444,41,12.11111111,0,3.555555556,2.555555556,0,0.111111111,52.88888889,20.33333333,0.383333333,0,0.777777778,0,0,62,27.55555556,20,560.5555556,4,0,0,3,4,2,9,187.96,185,31,31,0,0,0,1,0,0,1,0,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,1,6.333333333,5.333333333,14,9.733333333,36.4,12.13333333,9.666666667,6.733333333,47.2,18.13333333,0.4,6.533333333,5.133333333,0.666666667,0.2,60.06666667,28.6,0.480666667,0.333333333,2.066666667,0.933333333,0.262666667,76.93333333,44.4,4,7,9.466666667,7.8,8.533333333,5.4,47.73333333,20.06666667,15.2,10.8,56.26666667,23.6,0.6,5.733333333,4.866666667,2.133333333,0,71.46666667,36.26666667,0.518,0.4,3.133333333,1.066666667,0.296,100.1333333,63.06666667,39,746.0666667,3,0,2,3,3,0,8,180.34,0,185,1,0,1.3,0.9,4.55,2.6,11.8,4.15,6,4.25,19.85,9.05,0.5,1.2,1.05,0.5,0.05,22.35,11,0.511,0.4,0.4,0.3,0.1375,27.05,15.25,3,7,2.1,1.2,4.65,3.35,13.75,4.3,10.55,7.75,22.05,10.4,0.15,4.8,3.8,0.55,0.05,28.95,15.4,0.444,0.1,1.55,0.55,0.1805,42.85,28.35,30,315.1,6,0,0,0,10,2,13,182.88,185,45,38,0,1,0,0,0,0,0,1,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,5,3,1.692307692,4,2.230769231,40.84615385,11.92307692,10.69230769,7.153846154,49.15384615,16.61538462,0.307692308,3.384615385,3,4,0,55.53846154,21.30769231,0.401538462,1.153846154,5.846153846,1.846153846,0.321538462,74.53846154,38.76923077,5,3,5.769230769,3.923076923,6.384615385,4.153846154,47.38461538,19.92307692,5.692307692,4.076923077,45.69230769,17,0.153846154,8,7.230769231,0.230769231,0.076923077,59.46153846,28.15384615,0.414615385,0.230769231,0.615384615,0.384615385,0.054615385,68.69230769,36.61538462,31,640.3846154,1,0,1,3,2,4,10,185.42,7.62,185,0,1,9.826086957,7.043478261,9.739130435,6.130434783,112.826087,39.13043478,10.13043478,5.608695652,116.0869565,37.91304348,0.217391304,6.782608696,5.913043478,0.652173913,0.086956522,132.6956522,50.86956522,0.389565217,0.217391304,2.565217391,1.130434783,0.290434783,148.9130435,65.17391304,4,7,10.65217391,5.956521739,6.043478261,3,82.43478261,23.60869565,5.086956522,2.695652174,74.65217391,17,0.304347826,8.260869565,6.347826087,1.52173913,0.086956522,93.56521739,29.30434783,0.327826087,0.304347826,3.739130435,1.347826087,0.234782609,107.2173913,40.7826087,59,704.5217391,1,0,1,6,9,0,16,185.42,185,33,36,0,1,0,0,0,0,1,0,0
Blue,1,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,5,11.6,8.8,7.4,5,50,25.6,10.2,7.8,43.4,20.4,0.8,12.6,9.2,1,0,67.6,38.4,0.646,0,4.4,2,0.266,83,53,5,0,9.4,3.8,6,3,61,18.4,1.6,0.6,49.8,11.2,0,9.4,7,0.6,0,68.6,22,0.288,0.2,4,1,0.186,76.8,29.6,13,630.4,0,0,0,1,4,0,5,182.88,-2.54,185,1,0,10.85,7.7,5.95,4.15,43.7,20.75,9.15,5.55,39.4,16.6,0.65,8.55,6.15,2,0.1,58.8,30.45,0.536,0.4,1.1,0.7,0.3075,69.55,40.8,8,6,7.9,4,7.3,4.9,42.1,12,3.2,1.9,33.85,8,0.1,10.85,6.8,0.5,0.05,52.6,18.8,0.2935,0.35,3.6,0.8,0.2125,67.75,33.05,52,721.85,5,0,1,6,6,1,14,185.42,185,38,37,0,0,0,1,0,0,0,1,0
Blue,1,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,2,0,6.785714286,5.714285714,14.85714286,10.35714286,38.71428571,12.78571429,9.714285714,6.642857143,49.5,18.57142857,0.357142857,7,5.5,0.714285714,0.214285714,63.28571429,29.78571429,0.457857143,0.357142857,2.214285714,1,0.281428571,81.35714286,46.71428571,4,7,10.07142857,8.357142857,9.142857143,5.785714286,50.71428571,21.28571429,16.28571429,11.57142857,59.92857143,25.07142857,0.642857143,6.142857143,5.214285714,2.285714286,0,76.14285714,38.64285714,0.519285714,0.428571429,3.357142857,1.142857143,0.317142857,106.8571429,67.35714286,38,797.3571429,3,0,2,3,2,0,7,180.34,0,185,1,0,10.5,7.3125,11.8125,8.125,40.875,17.4375,4,3.0625,40.375,16.4375,0.375,5.8125,4.875,0.75,0.125,56.6875,28.625,0.50375,0.6875,3.5625,1.1875,0.18375,77.75,47.25,4,7,9.8125,7.8125,10.75,6.6875,43.75,13.25,12.1875,8.0625,51.5,16.1875,0,5.375,4,1.3125,0,66.6875,28,0.43625,0.5625,2.75,1.25,0.325,91.5,50.5625,38,631.9375,0,0,2,3,4,0,9,182.88,185,44,34,0,1,0,0,0,0,1,0,0
Red,0,TRUE,1,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,3,1.157894737,0.789473684,4.210526316,2.315789474,11.31578947,3.842105263,6.315789474,4.473684211,19.42105263,8.736842105,0.526315789,1.263157895,1.105263158,0.526315789,0.052631579,21.84210526,10.63157895,0.508421053,0.421052632,0.421052632,0.315789474,0.144736842,26.57894737,15.05263158,3,6,2.105263158,1.263157895,4.894736842,3.526315789,13.84210526,4.368421053,8.105263158,5.894736842,19.68421053,8.526315789,0.157894737,5.052631579,4,0.473684211,0.052631579,26.84210526,13.78947368,0.432631579,0.105263158,1.526315789,0.526315789,0.163684211,41.26315789,27.21052632,29,322.5789474,5,0,0,0,10,2,13,182.88,-10.16,185,0,8,6,2.875,5.875,3.625,53.875,17.625,14.625,9,63.75,23.75,0.375,4.625,3.625,2.5,0,74.375,30.25,0.45,0.875,4.375,2.5,0.74875,97.375,49.625,8,0,8.875,6,6.25,3.875,48.5,16.25,0.75,0.5,42.625,11.75,0,4,2.875,0,0.125,55.5,20.625,0.36125,0,0.875,0,0,65.25,28.625,19,609,3,0,0,3,3,2,8,187.96,185,38,30,0,0,0,1,0,0,1,0,0
Blue,1,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,3,6,4.5,1.25,1,16,7.5,2.5,2,11.5,4,0.5,2.25,2,0.25,0,19.75,10.5,0.6275,0.75,0.25,0,0,21,11.75,3,1,2.75,0.5,0.5,0.5,24.5,5.75,1.5,1.25,21.5,4.75,0.25,2.25,2.25,0,0,26.5,7.5,0.35,0,0.75,0,0,26.75,7.75,5,197,0,0,0,0,1,2,3,190.5,7.62,185,0,1,11.36842105,8.105263158,6.263157895,4.368421053,44.68421053,21.21052632,9.526315789,5.789473684,40.42105263,17.10526316,0.684210526,8.684210526,6.157894737,2.105263158,0.105263158,60.47368421,31.36842105,0.538947368,0.421052632,1.157894737,0.736842105,0.323684211,71.47368421,41.94736842,8,5,8.105263158,4,7.631578947,5.105263158,43.10526316,12.05263158,2.315789474,1.421052632,33.84210526,7.684210526,0.105263158,11.10526316,6.894736842,0.315789474,0.052631579,53.05263158,18.57894737,0.281578947,0.263157895,3.736842105,0.789473684,0.171052632,68,32.73684211,50,736.1052632,5,0,1,6,6,1,14,185.42,185,30,36,0,0,0,1,0,0,0,1,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,2,6.857142857,4.928571429,5,3.357142857,29.28571429,11.78571429,11.42857143,6.5,36,14.28571429,0.142857143,2.857142857,2.428571429,2.285714286,0.357142857,45.71428571,21.64285714,0.472857143,0.642857143,3.785714286,2.071428571,0.482142857,67.21428571,39.71428571,3,5,5.642857143,3.714285714,2.571428571,1.285714286,30.71428571,12.28571429,5.428571429,2.928571429,31,11.14285714,0.214285714,2.071428571,1.642857143,0.714285714,0.142857143,38.71428571,16.5,0.434285714,1.142857143,1.285714286,0.214285714,0.112857143,56.85714286,31.21428571,27,485.7142857,1,0,1,4,2,2,9,187.96,5.08,185,1,0,11.94444444,8.5,6.388888889,4.5,46.83333333,22.16666667,9.555555556,5.777777778,41.72222222,17.5,0.666666667,9.111111111,6.444444444,2.222222222,0.111111111,62.77777778,32.44444444,0.533888889,0.444444444,1.222222222,0.777777778,0.341666667,74.38888889,43.61111111,8,5,8.555555556,4.222222222,8.055555556,5.388888889,45.38888889,12.72222222,2.444444444,1.5,35.66666667,8.111111111,0.111111111,11.66666667,7.277777778,0.333333333,0.055555556,55.88888889,19.61111111,0.297222222,0.277777778,3.944444444,0.833333333,0.180555556,71.66666667,34.55555556,49,773.5555556,5,0,1,6,5,1,13,185.42,185,31,36,0,1,0,0,0,0,0,1,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,1,10.04761905,7.476190476,10.57142857,6.619047619,111.3333333,38.85714286,10.71428571,5.904761905,116.2380952,38.38095238,0.238095238,6.333333333,5.523809524,0.714285714,0.095238095,132.6190476,51.38095238,0.397619048,0.238095238,2.714285714,1.238095238,0.318095238,150.1428571,66.80952381,4,6,10.76190476,6,6.380952381,3.19047619,83.28571429,23.23809524,4.619047619,2.476190476,75,16.42857143,0.238095238,8.523809524,6.476190476,1.619047619,0.095238095,94.28571429,28.9047619,0.31952381,0.285714286,3.714285714,1.380952381,0.245238095,109.0952381,41.38095238,54,711.7619048,1,0,1,5,9,0,15,185.42,-5.08,185,0,2,4.333333333,3.666666667,1,1,10.33333333,5,1.333333333,1.333333333,6.333333333,2,0.333333333,2,1.666666667,0,0,12.66666667,7.333333333,0.676666667,0.666666667,0.333333333,0,0,14.33333333,9,2,1,1.333333333,0.333333333,0.333333333,0.333333333,11.33333333,2.666666667,2,1.666666667,11,3,0.333333333,1.333333333,1.333333333,0,0,13.66666667,4.666666667,0.386666667,0,0.333333333,0,0,14,5,3,143.6666667,0,0,0,0,1,1,2,190.5,185,35,30,0,1,0,0,0,0,0,1,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,1,9.666666667,4.333333333,3.333333333,1.666666667,83,38,8.666666667,5,74.66666667,31.33333333,0,10.66666667,9,1,0.333333333,95,44.66666667,0.493333333,0.666666667,1,0,0,111.6666667,58.66666667,1,1,7.333333333,3,0.666666667,0,70.33333333,14.66666667,3,1.666666667,61.33333333,9.666666667,0,5.333333333,3.666666667,0.666666667,0,74,16.33333333,0.253333333,0,3.666666667,0.666666667,0.276666667,77,19.33333333,9,879,0,0,0,1,0,1,2,187.96,10.16,185,0,3,4,2,9.666666667,4.666666667,18,5.333333333,9.333333333,7.333333333,32,14.33333333,0.333333333,1,1,2.333333333,0.333333333,37,17.33333333,0.473333333,1.333333333,2.666666667,1,0.276666667,53,30.66666667,3,0,2.666666667,0.666666667,1.666666667,0.333333333,30.33333333,7.666666667,0,0,27.33333333,6,0,2,1.333333333,0,0.333333333,32,8,0.21,0,0.333333333,0,0,46.33333333,18.33333333,5,428,0,0,0,1,1,1,3,185.42,185,29,34,0,1,0,0,0,0,1,0,0
Red,0,FALSE,0,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,2,16.33333333,12,4,3,65.66666667,28.66666667,0.333333333,0,47.33333333,14.66666667,0.333333333,6.333333333,5,0.333333333,0,70,31.66666667,0.456666667,0,1,0.666666667,0.333333333,71,32.66666667,2,1,11.33333333,8.333333333,11.33333333,7,74.33333333,28.33333333,0.333333333,0,62.33333333,18.66666667,0.333333333,12.33333333,8.333333333,0,0,86,35.33333333,0.453333333,0,0.666666667,0,0,98.33333333,47.33333333,6,542,0,0,0,1,1,0,2,175.26,-15.24,185,1,0,9.35,7.05,11,6.85,103.65,36.4,11.1,6.1,110.25,36.9,0.2,6.15,5.4,0.75,0.1,125.75,49.35,0.4005,0.25,2.85,1.3,0.334,144.15,65.55,4,6,9.65,5.35,6.7,3.35,81.95,22.5,4.85,2.6,75.4,16.8,0.25,8.45,6.3,1.7,0.1,93.5,28.45,0.3185,0.3,3.9,1.45,0.2575,109.05,41.55,50,699.5,1,0,1,5,8,0,14,185.42,185,42,35,0,0,0,1,0,0,1,0,0
Red,0,TRUE,1,5,middleweight,0,0,0,0,0,0,0,1,0,0,0,2,11.11764706,8.117647059,6.294117647,4.352941176,41.94117647,20.47058824,10.05882353,6.117647059,37.88235294,16.23529412,0.705882353,9.294117647,6.588235294,2.352941176,0.117647059,58.29411765,30.94117647,0.541176471,0.470588235,1.294117647,0.823529412,0.361764706,70.23529412,42.47058824,8,4,7.647058824,4.058823529,7.823529412,5.235294118,38.88235294,10.47058824,2.058823529,1.235294118,29.76470588,5.823529412,0.117647059,11.35294118,7.058823529,0.235294118,0.058823529,48.76470588,16.94117647,0.293529412,0.294117647,3.411764706,0.588235294,0.168823529,63.76470588,31.29411765,44,730.8235294,4,0,1,6,5,1,13,185.42,-10.16,185,0,7,3.428571429,2.285714286,5,3,39.28571429,12.85714286,15.42857143,9.428571429,53.42857143,20.42857143,0.428571429,2.857142857,2.571428571,2.571428571,0,59.71428571,25.28571429,0.462857143,1,3.142857143,2.142857143,0.801428571,81.85714286,43.85714286,7,0,6.428571429,4.714285714,6,3.428571429,36.85714286,11.28571429,0.714285714,0.571428571,33.42857143,7.857142857,0,3.714285714,2.714285714,0,0.142857143,43.57142857,15.28571429,0.354285714,0,1,0,0,53.85714286,23.71428571,14,481.7142857,2,0,0,2,3,2,7,187.96,185,36,30,0,0,0,1,0,0,1,0,0
