yWinner,yBinary,title_bout,titleBoutBinary,no_of_rounds,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Open Weight,weight_class_Welterweight,B-R_Height_Diff,B-R_Reach_cms,B-R_Age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B-R_current_lose_streak,B-R_current_win_streak,B-R_avg_B-RODY_att,B-R_avg_B-RODY_landed,B-R_avg_CLINCH_att,B-R_avg_CLINCH_landed,B-R_avg_DISTANCE_att,B-R_avg_DISTANCE_landed,B-R_avg_GROUND_att,B-R_avg_GROUND_landed,B-R_avg_HEAD_att,B-R_avg_HEAD_landed,B-R_avg_KD,B-R_avg_LEG_att,B-R_avg_LEG_landed,B-R_avg_PASS,B-R_avg_REV,B-R_avg_SIG_STR_pct,B-R_avg_SUB-R_ATT,B-R_avg_TD_att,B-R_avg_TD_landed,B-R_avg_TD_pct,B-R_avg_TOTAL_STR_att,B-R_avg_TOTAL_STR_landed,B-R_longest_win_streak,B-R_losses,B-R_avg_opp_B-RODY_att,B-R_avg_opp_B-RODY_landed,B-R_avg_opp_CLINCH_att,B-R_avg_opp_CLINCH_landed,B-R_avg_opp_DISTANCE_att,B-R_avg_opp_DISTANCE_landed,B-R_avg_opp_GROUND_att,B-R_avg_opp_GROUND_landed,B-R_avg_opp_HEAD_att,B-R_avg_opp_HEAD_landed,B-R_avg_opp_KD,B-R_avg_opp_LEG_att,B-R_avg_opp_LEG_landed,B-R_avg_opp_PASS,B-R_avg_opp_REV,B-R_avg_opp_SIG_STR_pct,B-R_avg_opp_SUB-R_ATT,B-R_avg_opp_TD_att,B-R_avg_opp_TD_landed,B-R_avg_opp_TD_pct,B-R_avg_opp_TOTAL_STR_att,B-R_avg_opp_TOTAL_STR_landed,B-R_total_rounds_fought,B-R_total_time_fought(seconds),B-R_total_title_B-Routs,B-R_win_B-Ry_Decision_Majority,B-R_win_B-Ry_Decision_Split,B-R_win_B-Ry_Decision_Unanimous,B-R_win_B-Ry_KO/TKO,B-R_win_B-Ry_SuB-Rmission,B-R_wins
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-1.200607421,-0.871055359,2,0,0,0,0,1,0,1,0,0,1,-1,0.364581765,0.504341297,0.411169285,0.665305608,0.169047499,0.249029973,0.447430583,0.612636417,0.261009602,0.543589006,0.088703722,0.618873313,0.546761963,-0.137064752,-1.224905693,7.333741144,-0.971273103,-0.1960102,0.128796176,0.193089978,0.43846699,0.576402873,-1,0,0.105767049,0.15857801,-0.570832095,-0.251938519,0.076463383,0.102146359,-1.014128731,-0.780815911,-0.281686487,-0.400298772,0.080183446,0.129583004,0.159479773,0.47208719,0.060514612,-3.591085439,1.640368177,1.809983064,1.141011303,-1.466352401,-0.589287018,-0.594412145,-2,-0.068431189,0,0,0,0,0,-2,-2
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,3.142684267,2.465529576,-1,0,1,0,0,0,0,0,0,1,0,0,0.364581765,0.299261799,0.598321944,-0.204777271,0.37317327,0.315059164,-0.484840952,-0.093390129,0.342834884,0.162357393,-3.037639888,0.263001647,0.095359408,0.096551292,0.035786286,-1.759155318,0.09049113,0.046311191,0.128796176,0.193089978,0.491303032,0.3647957,0,0,0.585959325,0.15857801,3.267613481,0.976589509,0.432834696,0.447272529,0.054692785,0.104977044,0.998066942,0.869553972,0.080183446,0.129583004,0.159479773,0.045312447,0.060514612,2.497357941,0.051702194,0.516185113,0.066483082,0.086866135,0.896709701,0.607856674,0,0.35320379,0,0,0,0,0,0,0
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,0.773616074,0.645574157,2,0,1,0,0,0,0,1,0,0,0,0,0.068651082,0.094182302,0.321676301,0.194367843,0.100604086,0.116971591,1.305040745,1.263937907,0.525568243,0.813516062,0.088703722,0.085065815,0.095359408,0.672568422,-1.855251684,4.526343076,-0.705832044,0.113749581,0.65843953,2.835175502,0.588487039,0.678904996,1,0,0.159121746,0.15857801,0.156356318,0.152014736,0.067348075,0.102146359,-1.298556654,-1.052641229,-0.24013177,-0.387400528,0.080183446,0.191930736,0.237230402,-0.136346827,0.060514612,-2.132464947,0.581257521,0.027225548,-0.145656399,-0.939910612,-0.678799286,-0.711344096,1,-0.261262298,1,0,0,0,2,-1,1
Red,0,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,-0.016073324,0.03892235,-7,0,1,0,0,0,0,0,1,0,0,0,0.068651082,0.094182302,0.081316658,0.059814195,0.092048659,0.116971591,1.258063352,1.336599643,0.441916549,0.761958009,0.088703722,0.085065815,0.095359408,0.645195326,0.035786286,2.673093795,-0.865096679,-0.234187414,-0.067161586,0.341686593,0.109795128,0.213388813,0,-1,-0.070285064,-0.049566035,-0.052367196,-0.070992968,0.040002149,0.041561978,-0.028954116,-0.027891899,0.065260713,0.02457451,0.080183446,-0.122641133,0.049765834,0.045312447,0.060514612,-4.074455037,-0.998690641,0.118192015,0.066483082,0.086866135,-0.373782678,-0.700475098,-3,-0.8291479,-1,0,0,0,2,-3,-2
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-0.805762722,-0.567729456,-9,0,1,0,0,0,0,0,1,0,0,0,0.068651082,0.094182302,0.081316658,0.059814195,0.092048659,0.116971591,-0.223196996,-0.179961884,0.078535507,0.085926689,0.088703722,0.085065815,0.095359408,-0.084677978,3.175195433,-2.044250402,0.323561667,-0.306883832,-0.902894233,-3.491400838,-0.150849313,-0.180812833,-1,-1,-0.114298092,-0.101602046,-0.077726893,-0.108004558,0.078350832,0.026415882,0.317924393,0.300973106,0.207586478,0.176941616,0.080183446,-0.185697167,0.022337349,0.045312447,0.060514612,-1.902728067,-1.261288849,0.118192015,0.066483082,0.086866135,-0.250781104,-0.633413143,-3,-0.574339406,-1,0,0,0,0,-2,-2
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-1.595452119,-1.174381263,-1,0,0,0,1,0,0,1,0,0,0,0,0.216616423,0.299261799,0.081316658,0.059814195,0.092048659,0.116971591,-1.528774228,-1.287458016,-0.313639639,-0.607387907,0.088703722,0.085065815,0.095359408,-0.610314078,0.035786286,2.750381782,1.518046428,0.056598255,0.097908879,-0.178476816,1.169198985,2.057907842,0,0,0.265831141,0.382345203,0.209998683,0.301937422,0.120704822,0.102146359,0.054692785,0.104977044,0.126843553,0.099552148,0.080183446,0.129583004,0.159479773,0.045312447,0.060514612,4.37409901,0.051702194,0.118192015,0.066483082,0.086866135,0.472817615,0.769557145,0,0.843660981,0,0,0,0,-1,1,0
Red,0,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0.378771375,0.342248254,8,0,0,0,1,0,0,0,1,0,0,-8,-0.083793786,-0.014457304,-0.227067533,-0.194934569,0.040994235,0.088776039,-0.066210622,-0.11070448,0.07381553,0.068093376,0.088703722,-0.166621535,-0.019796852,0.087525438,-1.098836496,-2.679726009,-0.233864555,0.622395511,0.825282325,1.090356808,-0.383444732,-0.70255677,-8,0,0.337869177,0.390156776,0.155210517,0.266333076,0.140578909,0.198111163,-0.012352801,0.221524958,0.074880037,0.186313821,0.080183446,0.36811044,0.365303176,-0.121273707,-0.306085524,4.199004432,0.051702194,-0.015986485,-0.134719641,-0.876393185,0.193778144,0.323426215,-8,-0.251301319,-2,0,0,0,-1,-7,-8
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-0.805762722,-0.567729456,1,0,0,1,0,0,0,0,1,0,0,-7,0.057942159,0.045898033,0.177713151,0.19088112,0.25767501,0.365424159,2.605477742,2.7101764,0.846863407,1.335274329,1.540967041,1.021921675,1.347205954,-0.724113483,-1.224905693,2.500460519,-0.611416864,-0.478718489,-0.421438709,-1.892379987,0.406456792,0.231492987,-7,0,0.027521666,0.071851325,-0.026068252,-0.032610578,0.108551077,0.102146359,0.0527059,0.047865445,0.122843592,0.079848662,0.080183446,0.08287483,0.129003679,0.212425887,-0.346818872,-0.501030486,0.846035186,0.367097891,0.279225492,1.088635333,0.17900105,0.223868513,-7,0.107691173,-2,0,0,0,0,-7,-7
Red,0,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0.378771375,0.342248254,3,0,1,0,0,0,0,0,1,0,0,-3,0.253607759,0.350531674,0.26158639,0.312102284,0.126803263,0.159504488,0.72041665,0.672593005,0.329957871,0.488238853,0.088703722,0.275681979,0.244289845,-0.781013184,-1.224905693,4.210044207,-0.788377569,-0.344889303,-0.421438709,-1.851441202,-0.014037582,-0.274167346,-3,1,0.105767049,0.15857801,0.049071588,0.077053393,0.150605748,0.188427902,-0.03083428,0.039513204,0.110323992,0.116857942,0.080183446,0.328355868,0.334418688,0.045312447,0.060514612,4.629217566,0.846035186,0.267599617,0.116964641,-0.197835635,0.136135139,0.17333207,-2,-0.119863996,-1,0,0,0,1,-4,-3
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,0.773616074,0.645574157,2,0,0,0,1,0,0,0,1,0,0,-3,0.068651082,0.094182302,0.081316658,0.059814195,0.0618886,0.088776039,0.775013863,1.022076913,0.327860104,0.647222868,0.088703722,-0.077653619,0.0032344,0.017440625,-1.47704409,5.245448871,-0.788377569,-0.016098162,0.42804981,2.136250356,-0.117162412,-0.326557263,-3,0,0.105767049,0.15857801,0.049071588,0.077053393,0.122771864,0.171171593,0.037878028,-0.027891899,0.119036954,0.086096798,0.080183446,0.181067245,0.276105716,0.045312447,0.060514612,2.909576879,0.051702194,-0.060712651,-0.134719641,-0.876393185,0.240586491,0.33706288,-3,1.04713746,-1,0,0,0,1,-4,-3
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-0.805762722,-0.567729456,-1,0,1,0,0,0,0,1,0,0,0,0,-0.009811115,-0.02055716,0.143448241,0.049354029,0.172923722,0.225533679,1.348867702,0.870399448,0.583730567,0.683558312,1.540967041,0.083224968,0.167519005,0.557766145,0.035786286,-1.760396404,0.273386664,0.112035071,0.526028691,2.17465412,1.14599341,1.457722288,0,-1,0.425895233,0.382345203,0.209998683,0.301937422,0.202627393,0.249465952,0.069520657,0.121681524,0.176414373,0.239422981,0.080183446,0.246563939,0.301303378,0.045312447,0.060514612,-0.234950859,-1.115400956,-0.329069651,-0.268854789,-0.715849967,1.32883934,2.133950285,-1,1.888322517,0,0,0,0,0,0,0
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-0.805762722,-0.567729456,-3,0,0,0,1,0,0,0,1,0,0,-2,0.290599094,0.196722051,0.081316658,0.059814195,0.20513798,0.246800129,0.125991931,0.125281343,0.280868878,0.35934113,0.088703722,-0.051607541,0.093053787,0.607144302,5.369085595,1.868737866,2.780510678,0.061741786,-0.092985554,-1.341087834,-0.219709373,-0.655219452,-2,0,0.185799095,0.15857801,0.049071588,0.077053393,0.198069739,0.136658976,-0.119571593,-0.061109135,0.154638035,0.029260612,0.080183446,0.170557906,0.276105716,1.101939947,3.362187476,-0.098270701,0.051702194,0.205373148,0.502784073,2.158923465,0.355432061,0.330002108,-2,0.472572681,-1,0,0,0,0,-2,-2
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-1.990296818,-1.477707166,-1,0,0,0,1,0,0,0,1,0,0,0,0.216616423,0.299261799,0.081316658,0.059814195,0.14217675,0.183000782,0.567680611,0.630573097,0.329262733,0.429857092,0.088703722,-0.094710864,0.095359408,-1.305144975,0.035786286,-0.003027859,-1.502155218,-0.317170895,-0.696556151,-4.1416051,0.015208874,-0.187371667,0,0,0.265831141,0.15857801,0.049071588,0.077053393,0.223413011,0.16446635,-0.224130219,0.104977044,0.062263776,0.091385858,0.080183446,0.690712589,0.39273166,0.045312447,0.060514612,-0.041765652,1.640368177,0.516185113,0.939085064,4.230980796,-0.011740954,-0.165069349,0,-1.779513932,0,0,0,0,1,-1,0
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-1.595452119,-1.174381263,-1,0,1,0,0,0,0,1,0,0,0,0,-0.083793786,-0.123096909,0.071340348,0.049354029,0.078613284,0.081727151,-0.252268547,-0.093390129,0.131365106,0.256071372,0.088703722,-0.184599203,-0.134953112,0.791382189,0.035786286,1.992861191,0.721723254,0.238339298,0.923261206,4.156218262,0.003773311,-0.058467638,0,-1,0.105767049,0.15857801,0.209998683,0.077053393,0.159053505,0.064281121,-0.015012966,-0.005747076,0.141115412,0.052691124,0.080183446,0.398576004,0.022337349,0.045312447,0.060514612,-8.883676574,-1.69895253,-0.329069651,-0.436523726,-1.117208015,0.156099824,0.067238842,-1,-0.120577005,0,0,0,0,0,0,0
Red,0,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,1.563305471,1.252225963,8,0,1,0,0,0,0,0,1,0,0,0,0.142633753,0.196722051,0.081316658,0.059814195,0.192907075,0.315059164,0.739797684,0.790264096,0.4124026,0.624567123,1.540967041,0.172192885,0.433911324,-1.305144975,-1.855251684,5.228192595,-0.705832044,-0.317170895,-0.283879987,-1.974257561,0.214060413,0.143244945,0,0,0.185799095,0.15857801,0.049071588,0.077053393,0.146715645,0.102146359,0.054692785,0.104977044,0.126843553,0.099552148,0.080183446,0.223104601,0.159479773,0.045312447,0.060514612,0.294227122,0.051702194,0.093557731,0.066483082,0.086866135,0.160476077,0.163180378,0,-0.085901787,0,0,0,0,2,-2,0
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-0.016073324,-0.264403553,3,0,1,0,0,0,0,0,1,0,0,0,0.068651082,0.094182302,0.081316658,0.059814195,0.011436411,0.116971591,0.213536902,0.257381059,0.162831617,0.300654655,0.088703722,-0.274487543,0.095359408,-1.305144975,0.035786286,8.305532782,2.945601727,0.430367404,0.097908879,-2.160040958,0.124522817,0.192825679,0,0,0.265831141,0.382345203,0.209998683,0.301937422,0.120704822,0.171171593,0.790273255,0.467059285,0.21697011,0.185107906,0.080183446,0.690712589,0.625983546,0.045312447,0.060514612,4.37409901,0.051702194,0.118192015,0.066483082,0.086866135,0.562058054,0.809982263,0,0.020588605,0,0,0,0,0,0,0
Red,0,FALSE,0,1,0,0,0,0,0,0,0,0,1,0,-0.410918023,-0.264403553,-5,0,1,0,0,0,0,1,0,0,0,0,0.660512447,0.709420794,1.37925873,0.867136079,0.268099211,0.310599474,0.799592379,0.976860115,0.680019326,0.923914242,5.897756995,0.085065815,0.095359408,0.096551292,0.035786286,-0.388823133,0.09049113,0.046311191,0.128796176,0.193089978,1.191636542,1.469248013,0,0,1.066151602,0.829879589,3.106686386,2.325893683,0.249423834,0.102146359,0.299886275,0.467059285,0.636062244,0.698442455,0.080183446,0.690712589,0.625983546,0.045312447,0.060514612,3.721319508,0.051702194,-0.329069651,0.066483082,0.086866135,0.739080181,0.68870691,0,1.19320361,0,0,0,0,0,0,0
Red,0,FALSE,0,2,0,0,0,0,0,0,0,1,0,0,-0.805762722,-0.264403553,7,0,1,0,0,0,0,1,0,0,0,2,0.210643721,0.355421918,0.618274562,0.708175379,-0.062905208,0.096159707,-0.903296046,-0.982443544,-0.33963466,-0.537931973,0.088703722,0.678185257,0.772463241,0.086522564,0.035786286,-0.881533156,0.566342895,-0.794955635,-1.807321687,-2.603827586,0.000539548,0.125754722,2,-1,0.212476444,0.307756138,0.360075716,0.294650787,0.118249243,0.04048397,0.335146938,0.513937286,0.266065712,0.314090354,1.272718238,-0.11917642,-0.0507321,0.045312447,0.060514612,2.429577046,-0.002294053,0.367097891,0.357350409,1.468237687,0.235414899,0.232535134,0,0.301849065,0,0,0,1,0,1,1
Red,0,FALSE,0,2,0,0,0,0,0,0,0,1,0,0,0.378771375,0.645574157,6,0,1,0,0,0,0,1,0,0,-2,1,1.019226983,0.890100863,4.887604707,3.979818132,1.252035349,1.296577651,0.568341249,0.102174228,1.224199955,0.826559226,0.088703722,7.108929089,5.843825126,-0.616331315,0.035786286,-0.949328953,0.09049113,-1.023560942,-0.34565458,3.072544493,1.837674387,1.313961676,1,-2,-1.478701964,-1.792772409,0.458614955,-0.852130089,0.553543092,0.220081098,-0.659179483,-0.82122303,0.908726026,0.362249,0.080183446,-0.419027533,-0.292980462,0.045312447,-3.605486747,-3.657000657,-3.449607254,0.29255428,0.436078256,1.822832497,-0.833826475,-2.528576373,-2,0.600215844,-1,0,0,1,0,0,1
Red,0,FALSE,0,2,0,0,0,0,0,0,0,1,0,0,-1.595452119,-0.871055359,1,0,1,0,0,0,0,1,0,0,-1,4,0.16505488,0.22480211,0.297640337,0.362559902,0.001136351,0.145526497,-1.005486315,-1.553899534,-0.305735166,-0.665467543,0.088703722,0.559561368,0.433911324,0.440958123,1.082256001,-1.133508958,1.280120545,0.056598255,-0.299323636,-2.160040958,0.460259733,0.728632705,3,0,0.29250849,0.419639735,0.236819865,0.264456751,0.087021106,0.182675799,0.565512556,0.708447446,0.198202846,0.427515887,0.080183446,0.223104601,0.237230402,0.74973078,0.610793424,3.870914807,-0.029292176,0.624215196,0.939085064,2.041506885,0.391085352,0.661756831,4,1.668218173,0,0,0,1,-1,4,4
