yWinner,yBinary,title_bout,titleBoutBinary,no_of_rounds,weight_class_Bantamweight,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Welterweight,B_current_lose_streak,B_current_win_streak,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_wins,B-R_Height_Diff,B-R_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_wins,R_Weight_lbs,B-R_Age,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Sideways,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch
Red,0,FALSE,0,3,0,0,0,0,0,0,1,0,0,1,0,-0.705786804,-0.668029154,-0.036799419,0.067179824,-0.10787738,-0.188942271,0.676968324,0.560980072,0.281449471,0.528076174,0.209166859,0.716995436,-0.532421924,0.5143177,0.646274256,-0.320375445,-0.171765424,1.167119852,0.678806482,1.195856583,2,1,-0.223918273,-0.031149272,0.897160117,1.04938433,-0.29271148,-0.648335374,0.538810978,0.149125541,-0.019342224,-0.465785042,-0.585093696,0.184232332,-0.503782774,-0.052776104,-0.722107872,2.425654779,2.829880524,0.094353757,-0.226539212,-0.473239157,7,0.121588702,1,0,0,0,0,2,2,-1.200607421,-0.567729456,155,1,0,-0.816087191,-0.812451919,0.802754246,0.289039616,-0.628745608,-0.727980994,1.373617454,1.083973626,0.048260794,0.24106154,-0.416935961,-0.600343302,-0.027911647,-0.813845485,0.720874176,-0.127630701,-0.033859352,0.15416638,-0.211855825,-0.186385279,2,4,0.615244874,0.623950977,2.118515207,2.010586203,-0.058827823,-0.341195815,0.488803437,0.122566121,0.382325773,0.21897206,-0.062563773,0.50858665,-0.564297386,-0.298626934,0.476657594,0.961833204,1.856446801,2.011918955,1.011074341,1.276376677,17,0.284856193,0,0,0,2,0,1,3,170,4,0,1,0,0,0,0,1,0,0
Blue,1,FALSE,0,3,0,0,0,0,0,0,1,0,0,1,0,0.231327023,0.323188416,-0.709806419,-0.571950001,1.761483348,2.452225371,-0.745884901,-0.9488552,1.392178682,1.742747927,-0.759008686,-0.904276657,1.03728265,-0.255017346,-0.067503393,-0.694144594,-0.568997939,-0.25960633,0.901271694,0.589608548,1,1,2.550525991,1.572515612,-0.899859107,-0.824649245,2.156640997,1.744539401,-0.237635074,-0.363824301,1.242429581,-0.194858474,1.203708495,-0.754992112,-0.503782774,-0.637557743,-0.722107872,-0.75829001,-0.078792752,0.950804121,1.327731771,0.234200405,4,-0.131762664,0,0,0,0,0,1,1,2.352994869,0.342248254,170,2,0,0.033248501,0.118744701,-0.034288557,-0.287177826,0.196570267,0.188374452,0.925084957,0.119316932,0.596677129,0.432132754,0.013840486,-0.099737492,0.512384917,-0.429073119,0.493353269,0.703185497,1.498937826,1.113991717,0.34947015,-0.044684047,2,4,-0.69257082,-0.714117882,-0.320846041,-0.492102266,-0.039295019,0.080731129,-0.068842571,0.027659734,0.039884381,0.165416604,-0.062563773,0.50858665,1.530560532,-0.246181777,0.476657594,-0.316057268,-0.299296662,-0.244860024,-0.085688814,0.029595839,16,-0.062631933,0,0,1,0,1,1,3,155,-2,0,1,0,0,0,0,1,0,0
Red,0,FALSE,0,3,0,0,0,0,0,1,0,0,0,0,1,0.206666133,0.528267913,0.572111677,0.683884041,-0.656850592,-0.658483185,0.566518529,0.66953032,-0.447669557,-0.259211074,-0.274920912,0.330978271,0.165224552,0.343354357,0.249731117,0.157218468,0.35787793,0.482379353,-0.156596734,0.233943035,3,8,-0.303950319,-0.093306825,-0.050521663,0.1248611,-0.717554918,-0.387573379,0.068856789,0.05860498,-0.725333591,-0.323192111,-0.187582099,0.379904092,0.596774846,1.479442443,0.866558111,-0.117078906,-0.272704303,-0.48812458,-0.598374375,-0.165559093,39,-0.234709473,1,0,1,2,3,4,10,-0.805762722,0.03892235,205,0,4,-0.162752044,-0.09853451,1.529659839,1.866055775,-0.997258742,-0.889098436,-0.221164756,-0.004357003,-0.801335004,-0.128342806,0.013840486,-0.400100978,1.05268148,1.350499059,0.265832362,-0.906520886,-1.09502663,-1.443478379,-0.569943086,-0.016343801,4,2,-1.069825347,-0.974297937,-0.103477217,-0.069112665,-1.148758271,-0.96867691,-0.327749647,-0.288694893,-1.064038526,-0.637915232,-0.062563773,0.032626211,-0.564297386,1.536953805,0.476657594,-0.316057268,0.131852031,0.704638447,-1.141705352,-0.782110437,10,-1.558851913,0,0,0,0,2,3,5,205,11,0,1,0,0,0,0,1,0,0
Red,0,FALSE,0,3,0,0,0,0,0,0,0,0,1,1,0,0.527257706,0.323188416,0.371811974,0.437202354,1.645985088,1.692889674,-0.21962412,-0.060716805,1.742935274,2.026171337,0.693254633,-0.20944576,-0.532421924,-1.064843711,-0.067503393,-0.50726002,-0.568997939,-0.596472234,1.328822023,0.935169928,1,1,-0.49069176,-1.000807108,-0.658468465,-0.824649245,2.130630174,0.087933788,-0.482828564,-0.454344862,2.399053736,0.147364559,1.203708495,-0.754992112,-0.503782774,-1.004746213,0.07222512,-0.55929346,-0.515093743,0.950804121,1.294266607,-0.796640099,4,-0.252232334,0,0,0,1,0,0,1,-0.805762722,0.03892235,170,1,0,-1.055643412,-0.967651355,-0.100370883,0.380021318,-1.016452135,-1.040146037,1.340392825,1.47973022,-0.558593348,0.126418812,-0.847712408,1.802564585,0.512384917,0.424640559,0.038311455,1.170519608,1.498937826,1.349303734,-0.408642518,0.170701826,3,2,0.338591554,0.549613818,0.935062721,1.199856137,-0.582306962,-0.633299083,-0.347665575,-0.288694893,-0.654010018,-0.624526368,-0.062563773,-0.324344119,0.483131575,-0.062623703,0.476657594,0.386782492,-0.299296662,0.071639468,-0.309795218,0.010114888,19,0.70601441,0,0,1,3,1,0,5,170,5,0,0,0,1,0,0,0,1,0
Blue,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,2,-0.078055054,-0.189510327,1.440319841,0.813340959,-0.710646078,-0.753191722,0.067427216,0.011949064,-0.473208652,-0.458384523,0.29718282,-0.083112869,-0.532421924,0.021059823,-0.521725533,-0.388333472,-0.171765424,0.338465757,0.487941444,1.207981543,5,3,-0.316076387,-0.227793168,0.877653803,0.565542935,-0.814504348,-0.658793743,-0.326796343,-0.404970011,-0.702119175,-0.494303628,0.065379828,-0.370763931,-0.203630695,0.66429229,-0.288835331,-0.32411572,-0.158120205,0.393232329,-0.779559509,-0.572464446,21,-0.56167013,0,0,1,1,5,1,8,-0.805762722,-0.264403553,185,0,2,0.207471206,0.615382899,0.846809131,0.834929826,-0.102846655,-0.244628671,0.925084957,0.63874746,0.358430689,0.304751944,0.444616932,0.100504832,0.512384917,0.196181969,0.038311455,-0.5430388,-0.033859352,0.909641807,0.194621606,0.080013037,4,1,-1.094975648,-1.048635096,-0.707279506,-0.703597066,-0.46511014,-0.406107652,-0.487077078,-0.636684983,-0.44674286,-0.356749089,-0.062563773,0.86555698,-0.040582906,-0.298626934,0.476657594,1.089622252,1.281581878,0.367497685,-0.724052509,-0.788604087,13,-0.443369392,1,0,1,0,5,0,6,185,-1,0,0,0,1,0,0,1,0,0
Blue,0,FALSE,0,3,0,0,0,0,0,0,0,0,1,1,0,0.231327023,-0.107478528,-0.652120105,-0.672865237,1.189125303,0.827907271,-0.94469453,-0.895566897,0.480211541,-0.395074359,-0.178103358,-0.487378119,0.095459905,-0.959566284,-0.210258923,0.053393705,-0.489551436,-0.497394027,1.33925008,1.229806472,1,3,-0.170563576,-0.105738336,-0.755024722,-0.644742021,0.775466308,0.778186126,0.130155161,0.378444294,0.839864291,0.977255414,-0.585093696,0.653844555,0.156551799,0.284493303,-0.722107872,0.276492047,0.619288835,1.381792046,0.743206894,0.69908926,15,1.344100309,0,0,0,1,1,0,2,0.378771375,0.94890006,170,2,0,-0.271641235,-0.439973271,-0.452809958,-0.469141229,-0.31781265,-0.456095312,1.190881993,1.430260645,-0.032653092,0.228323459,-0.847712408,-0.400100978,-0.56820821,-0.393000713,0.038311455,0.183925373,0.084048123,0.222283014,-0.118301496,-0.016343801,2,3,-0.063813275,-0.119420611,-0.296693949,-0.174860065,-0.601839766,-0.492656769,0.26972822,0.375649823,-0.640492594,-0.343360226,-0.062563773,-0.086363899,-0.040582906,0.99939087,0.476657594,-0.507740839,-0.443012893,-0.065969008,-0.561066034,-0.295086671,15,-0.057416351,0,0,0,0,0,3,4,170,5,0,0,0,1,0,0,1,0,0
Red,0,FALSE,0,3,0,0,0,0,0,0,1,0,0,0,3,0.634868863,0.500302527,0.378367238,0.207849546,0.882996581,0.675439866,-0.379097084,-0.278714411,0.807584361,0.461821351,0.033134943,-0.20944576,-0.532421924,-0.781404484,-0.651503288,0.257267786,-0.460661799,-0.764004474,0.632038228,0.23578015,3,5,0.382385105,0.62659066,-0.029389822,0.013554863,0.575892359,0.928786637,-0.560844674,-0.569552848,0.513223798,0.78125495,-0.585093696,-0.17864984,0.096521384,0.753307669,-0.14441115,-0.32411572,-0.237447658,-0.281128145,0.252790117,0.199287804,23,-0.229930511,0,0,0,3,2,1,6,-0.805762722,-0.567729456,155,0,1,0.751917162,0.677462674,0.494370055,0.410348552,0.052619824,0.198444292,0.119387696,0.193521293,0.001061028,0.113680731,0.013840486,0.350807737,-0.56820821,0.142073359,-0.075448998,0.00218433,-0.32862804,-0.387670505,-0.04571624,-0.104198565,5,5,0.904473344,0.642535267,-0.224237674,-0.192484632,0.126733813,0.151052286,-0.62648858,-0.557596326,-0.117818891,-0.202777154,0.540149597,-0.264849064,-0.302440148,0.114378732,0.476657594,-0.475793577,-0.658587239,-0.385908709,-0.138319864,-0.298333496,30,-0.164987722,0,0,1,4,1,3,9,155,1,0,0,0,1,0,0,0,1,0
Red,0,FALSE,0,3,0,0,1,0,0,0,0,0,0,1,0,-0.342038674,-0.420224762,-0.493482741,-0.471034766,-0.596606129,-0.461312684,-0.570464641,-0.615803302,-0.85485574,-0.878918607,-0.395942856,-0.470007346,0.252430363,0.342229598,0.824718669,-0.273654301,-0.370381682,0.097075216,-0.921031231,-0.869933594,2,4,-0.830827956,-0.916894411,-0.738932012,-0.768428237,-0.590752157,-0.654087477,-0.314258039,-0.363824301,-0.66524922,-0.686804084,-0.137893148,-0.490835237,-0.503782774,-0.872150377,0.270808368,-0.55929346,-0.406018495,0.318826635,-1.028773577,-1.190784998,12,-1.363291243,0,0,0,0,0,4,4,1.563305471,1.85887777,155,3,0,1.797253398,1.34482025,0.219027029,0.167730681,2.041055278,1.547802862,0.925084957,0.898462724,2.102574445,1.572190994,-0.416935961,0.050444251,-0.027911647,-0.459133464,-0.189209451,2.157113843,1.498937826,-0.19880165,1.997961953,1.253299239,5,5,0.363741856,0.289433763,0.041435333,-0.174860065,2.212837251,1.324874681,-0.506993007,-0.541778595,2.380651525,1.256609016,0.540149597,-0.562324339,-0.564297386,-1.196750368,0.476657594,0.546518801,0.563000723,0.130123069,1.686789102,0.389993425,52,2.258627865,7,0,0,6,2,1,9,145,-8,0,1,0,0,0,0,1,0,0
Red,1,FALSE,0,3,0,0,0,1,0,0,0,0,0,1,0,-0.508499683,-0.640685221,-0.940551677,-0.915061802,-0.43811685,-0.519088226,-0.687411481,-0.646888146,-0.718206818,-0.897138684,-0.759008686,0.346418958,0.723341735,-0.376491301,0.075252137,0.427162854,-0.012872418,-0.410205205,-0.800587175,-0.89448664,1,3,-0.586730216,-0.553272722,-0.046945505,0.029910066,-0.530276994,-0.422852943,-0.065999631,-0.019846172,-0.530059383,-0.391636718,0.13042718,0.794728221,0.156551799,0.186576378,0.231091718,-0.121501052,0.444768438,-0.027206939,-0.385684662,-0.11749812,10,-0.462506667,0,0,0,0,0,2,2,1.168460773,1.555551867,125,1,0,0.839028515,0.708502561,-0.320645305,-0.105214423,0.154344803,0.430050614,0.410103203,0.811890969,0.057251226,0.623203967,-0.847712408,2.102928071,-0.56820821,0.989774967,-0.189209451,0.599333472,1.498937826,1.677502077,0.004286936,0.13669353,2,3,0.313441252,0.177928024,-0.296693949,-0.245358332,-0.367446122,-0.438563571,-0.228170002,-0.13051758,-0.590928709,-0.624526368,-0.665277142,-0.443334229,0.483131575,-0.495296304,0.476657594,0.386782492,-0.443012893,-0.836576464,-0.207928671,0.010114888,17,0.277032821,0,0,0,3,1,0,4,125,2,0,0,0,1,0,0,0,1,0
Red,1,FALSE,0,5,0,0,0,0,0,0,0,0,1,0,2,-0.191431094,-0.072322043,0.443919867,0.336287118,0.082175312,0.018578043,-0.127737316,-0.022653731,0.312767024,0.452882208,0.070856069,0.137969689,0.140308607,-0.150896813,1.360051906,-0.266979852,-0.228512926,0.10839844,-0.067047865,-0.200246033,4,4,-0.067665231,0.038112002,0.709411839,0.283707756,0.242987608,0.137237526,-0.535370026,-0.519002405,0.375497933,0.208475815,0.181535813,0.251319793,-0.267948999,-0.334481547,-0.154727164,0.634685835,-0.078792752,-0.307230688,0.000280238,-0.328863736,29,-0.135830471,0,0,2,2,1,5,10,1.168460773,0.342248254,170,0,6,-0.119196367,-0.09853451,0.185985865,0.046421746,-0.505907896,-0.375536592,0.476552461,0.094582145,-0.293375612,-0.128342806,1.736946269,-0.50022214,1.05268148,0.015819927,-0.189209451,0.287777398,0.791492975,1.225455306,-0.279602063,-0.231729673,6,1,-0.466218104,-0.528274984,-0.46575859,-0.562600532,-0.398698607,-0.644117723,-0.108674429,-0.162153043,-0.428719628,-0.718248416,-0.665277142,0.50858665,1.006846055,-0.731299536,0.476657594,-0.571635363,-0.874161585,-0.86409816,-0.000800025,0.224405345,16,-0.157816298,0,0,1,1,3,0,6,170,3,0,1,0,0,0,0,1,0,0
Blue,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,2,-0.597278888,-0.620177272,-0.666541684,-0.733414378,-0.825677678,-0.869042939,0.517140975,0.632031143,-0.706514931,-0.548932781,-0.759008686,1.180216035,0.40940082,0.166092363,0.789029786,1.174701153,0.70214611,0.346752297,-0.464803746,-0.254288715,5,2,-0.650755853,-0.821793354,-0.81939556,-0.757184036,-0.519872665,-0.505683224,-0.065999631,-0.291407853,-0.668253438,-0.750970902,0.13042718,-0.614108446,0.816886372,0.023381502,-0.086641479,-1.036885179,-0.864134536,-0.706841743,-0.691333166,-0.679407258,23,-0.001655421,1,0,0,3,0,5,8,0.378771375,0.03892235,170,0,2,-0.032085014,0.273944138,1.353440301,1.077547697,-0.586520144,-0.607142914,0.50977709,0.267725655,-0.243928237,-0.242985534,0.013840486,-0.600343302,1.05268148,0.02784406,-0.416730358,1.170519608,-0.387581779,-0.458883355,-0.457032688,-0.520800187,3,2,-0.088963577,0.177928024,0.355412523,0.036634735,-0.297128028,-0.352014454,-0.347665575,-0.193788505,-0.225958278,-0.356749089,1.142862966,-0.205354009,-0.040582906,0.00293276,0.476657594,0.067309874,0.419284493,0.821605649,-0.140017639,0.06855774,14,-0.399688896,0,0,1,1,3,0,5,185,0,0,0,0,1,0,0,1,0,0
Red,0,FALSE,0,3,0,0,0,0,0,1,0,0,0,2,0,-0.582482353,-0.428769741,1.18903476,0.773586472,-0.154932227,-0.431049305,0.404092362,0.590584685,0.261962994,0.217660059,-0.759008686,1.875046932,1.03728265,0.649288764,0.646274256,1.673060018,0.490288768,0.222574279,0.619714161,0.850295203,2,3,-0.784142596,-0.665156319,-0.417077823,-0.412361858,0.002077845,-0.165158737,-0.605425309,-0.544865422,0.060770272,-0.08078413,0.011173702,-0.402782945,1.69733247,0.899193998,-0.192552545,-0.890954376,-0.515093743,0.025285182,-0.319498002,-0.527139314,15,0.41071591,0,0,0,2,1,0,3,-1.200607421,-0.871055359,205,2,0,-0.794309353,-0.781412031,-0.386727631,-0.438813996,-0.018395728,-0.345327072,0.22736774,0.045112571,0.156145975,-0.230247453,0.875393376,0.300747156,-0.56820821,-1.006231668,-0.416730358,0.858963534,0.791492975,-0.143069856,-0.021521155,-0.265737969,5,2,-0.516518707,-0.602612143,-0.852192055,-0.879842733,0.179472383,-0.373651733,-0.566740793,-0.541778595,0.080436651,-0.624526368,-0.062563773,-0.562324339,-0.564297386,-1.295085053,0.476657594,-1.146686075,-0.730445354,-0.520076972,-0.313190769,-0.90548979,16,0.015601792,1,0,0,3,2,0,5,205,8,0,1,0,0,0,0,1,0,0
Blue,0,FALSE,0,3,1,0,0,0,0,0,0,0,0,0,2,-0.597278888,-0.599669322,-0.565590634,-0.672865237,0.208673406,0.141203684,-0.804358322,-0.824515825,0.135300891,-0.038770644,-0.759008686,2.29194547,0.095459905,-0.991959339,0.931785316,1.548470302,1.099378625,0.659839432,0.542546541,0.553233666,2,1,0.341641519,0.699823559,0.435835779,-0.01506674,0.484145093,0.709160893,-0.482828564,-0.490553086,0.527425558,0.481032016,-0.585093696,-0.754992112,1.477220945,-0.335647224,-0.404374675,-0.360296911,-0.602353941,-0.541077157,0.453175467,0.432283483,13,0.411884101,0,0,0,0,0,4,4,1.168460773,0.645574157,135,0,6,0.185693368,0.02562504,-0.364700189,-0.347832294,0.895209751,1.044310858,-0.221164756,-0.078561364,0.610162777,0.508561239,-0.416935961,-0.299979816,-0.56820821,-0.20061453,-0.416730358,0.339703411,-0.033859352,-0.223571338,0.426894424,0.159365727,6,1,0.363741856,0.066422286,-0.755583689,-0.738846199,0.472464439,0.102368409,-0.905311584,-0.921404147,-0.005173697,-0.838748191,-0.062563773,-0.681314449,-0.564297386,-0.862412452,0.476657594,-0.635529886,-0.730445354,-0.86409816,-0.18415981,-0.834059638,17,0.174677031,0,0,1,3,1,1,6,135,-2,0,1,0,0,0,0,1,0,0
Blue,0,TRUE,1,5,0,0,0,0,0,1,0,0,0,0,3,-0.11392544,0.152288835,0.299704081,0.336287118,-1.108862301,-0.915263373,1.027808845,1.508327693,-0.887739171,-0.3086977,-0.759008686,0.485385137,-0.532421924,2.106976221,1.597977789,-0.694144594,-0.171765424,2.712739883,-0.996634643,-0.635012481,3,0,-1.237657524,-1.149985237,-0.81939556,-0.674726559,-1.125057808,-1.177528834,-0.278500655,-0.514691902,-1.110874976,-1.121712522,-0.585093696,-0.28537989,-0.503782774,-0.324767568,-0.722107872,-1.023618742,-0.660527407,0.260118343,-1.185873933,-1.066140885,3,-1.186784924,0,0,0,0,2,1,3,-1.200607421,0.03892235,185,0,2,-0.990309897,-0.998691243,-0.562947169,-0.863395269,-1.146967203,-1.171053957,2.154396245,1.776547663,-0.477679462,-0.090128564,-0.416935961,0.100504832,-0.56820821,0.508809513,-0.416730358,0.495481448,1.734752777,2.141933692,-0.147335598,0.403091846,2,2,-1.069825347,-1.048635096,-0.634823231,-0.738846199,-1.031561448,-0.925402352,-0.785816011,-0.731591371,-1.253282453,-1.227025245,-0.062563773,-0.800304559,-0.040582906,-0.823078572,0.476657594,-1.146686075,-1.017877816,-1.208119344,-0.326772976,0.71142911,15,0.125129006,4,0,0,1,2,1,5,205,4,0,1,0,0,0,0,1,0,0
Red,1,FALSE,0,3,0,0,0,0,0,0,0,0,1,0,3,-0.015281879,0.083929002,-0.517518705,-0.605588413,-0.227653354,-0.034874159,0.949844284,0.501770845,-0.215455702,-0.173734173,-0.759008686,3.033098427,-0.532421924,-0.025566546,0.170422491,2.296008601,0.887521283,-0.114291625,0.685758521,1.062482015,3,0,-0.010499484,0.416385115,-0.336614276,-0.149997158,-0.206008737,0.225984255,-0.64629089,-0.514691902,-0.339792206,0.047549508,-0.585093696,-0.520186001,1.69733247,0.844795712,-0.722107872,-0.890954376,-0.660527407,-0.430567431,-0.561190859,-0.338488764,7,0.445761632,0,0,1,1,0,1,3,-0.805762722,-0.871055359,170,0,2,0.207471206,0.056664927,-0.122398325,-0.165868891,0.227279695,0.117885572,-0.204552441,-0.078561364,0.124679464,-0.03917624,0.013840486,-0.600343302,-0.56820821,-0.66955585,-0.416730358,-0.750742849,-1.09502663,-1.443478379,-0.218307848,-0.560476532,2,2,-0.038662973,-0.15658919,0.983366904,0.741617403,-0.101799991,0.005000652,-0.208254073,-0.003975729,0.080436651,0.446582747,1.142862966,0.389596541,-0.040582906,1.169837657,0.476657594,0.386782492,0.563000723,0.319334719,-0.082293263,-0.054821614,14,-0.419899274,0,0,1,1,2,1,5,170,5,0,0,0,1,0,0,0,1,0
Blue,0,FALSE,0,3,0,0,0,0,0,0,0,1,0,0,1,-0.989387042,-0.958558442,-0.781914312,-0.773780472,-1.016891465,-0.931770671,-0.921305162,-0.860041361,-1.253110622,-1.293931456,-0.759008686,-0.556861209,-0.532421924,1.364635384,1.71694073,-0.413817732,-0.370381682,0.978871259,-1.46068317,-1.374635083,1,2,-1.090932106,-1.056748907,-0.618236691,-0.599765216,-1.010176674,-1.085495189,0.160804348,-0.182783181,-0.920607799,-0.943471359,0.309307399,-0.578887529,-0.503782774,-1.331135964,0.07222512,-0.459795186,0.575658735,0.950804121,-0.468232068,0.021968537,7,-0.830486749,0,0,0,0,0,2,2,0.378771375,0.94890006,170,0,3,-0.685420161,-0.657252482,0.472342614,0.258712383,-0.836034246,-0.667561954,-0.088266238,-0.053826577,-0.715925903,-0.408580586,0.875393376,-0.400100978,-0.027911647,-0.104421442,-0.644251265,-0.698816836,-0.859211679,-0.92950739,-0.979646528,-0.832542897,3,4,-0.69257082,-0.565443564,0.62108553,0.212880402,-0.906551504,-0.860490514,0.887122015,0.755275375,-0.541364823,-0.263027042,-0.665277142,0.62757676,-0.040582906,-0.180625314,0.476657594,0.00341535,0.131852031,0.181726248,0.179164208,1.010137019,15,-0.155208507,1,0,0,1,2,0,3,170,3,0,1,0,0,0,0,1,0,0
Blue,0,FALSE,0,3,0,0,0,0,0,0,1,0,0,0,2,-1.08186538,-1.009828317,-0.926130098,-0.874695708,-0.834019219,-0.989546213,0.423583503,0.183521254,-0.6685163,-0.757451432,-0.759008686,2.22246238,-0.139995781,-0.578947892,0.646274256,1.174701153,2.01301341,0.889700872,-0.394414363,-0.124248512,3,3,-0.270603634,-0.077767437,-0.417077823,-0.234328668,-0.561489981,-0.438383621,0.038207603,-0.137522901,-0.638962307,-0.601248326,-0.137893148,-0.666939821,-0.091073666,-0.504961907,-0.126358128,-0.708540872,-0.733244239,-0.432294147,-0.24513097,0.168509589,18,0.110819444,0,0,0,3,0,2,5,0.378771375,0.94890006,155,0,1,-1.012087735,-1.060771017,-0.893358802,-0.954376971,-0.974226671,-0.989796836,-0.038429294,-0.301174447,-0.976648423,-1.045484631,1.306169822,-0.700464463,-0.56820821,-0.765748937,-0.644251265,-0.646890824,-0.033859352,1.033490235,-1.424836095,-1.541049058,2,3,-1.195576855,-1.197309414,-1.045408788,-1.020839266,-1.19954356,-1.152593783,-0.686236366,-0.699955908,-1.379445071,-1.334136157,-0.665277142,0.032626211,-0.040582906,-0.298626934,0.476657594,-0.188268221,-0.155580431,0.966094547,-1.426931683,-1.2041977,9,-1.74987259,0,0,0,0,3,0,4,155,-1,0,0,0,1,0,0,1,0,0
Blue,0,FALSE,0,3,0,0,0,0,0,0,0,0,1,1,0,-1.248326389,-1.214907814,-0.854022205,-0.874695708,-0.561314994,-0.12291308,-1.038252002,-1.03766904,-0.712360875,-0.281704995,-0.759008686,-0.904276657,-0.532421924,0.838248246,-0.781281042,-1.067913744,-0.966230454,-1.250388401,-1.226051892,-1.15638579,0,1,-1.130948129,-1.000807108,-0.980322654,-0.824649245,-0.769576563,-0.878419487,-0.850618799,-0.816427103,-0.890565613,-1.007638177,2.992510685,-0.754992112,-0.503782774,-1.249538527,-0.722107872,-1.156283108,-0.951394734,-1.121253209,-1.394101625,-1.564717338,1,-2.15346276,0,0,0,0,0,0,0,1.95815017,0.94890006,170,1,0,-0.532975294,-0.533092933,1.24330309,0.622639189,-0.486714504,-0.516514353,-0.055041609,-0.375378809,-0.306861259,-0.637866042,0.013840486,-0.299979816,-0.027911647,-0.296807617,-0.644251265,0.287777398,0.791492975,0.500941986,-0.179595712,-0.226061624,2,4,0.967349099,0.623950977,1.514712918,0.741617403,0.351361056,-0.330377175,0.409139722,0.21747251,0.666191663,-0.048805218,0.540149597,0.62757676,-0.040582906,-0.587075341,0.476657594,0.386782492,0.131852031,0.161084973,1.191038575,1.146503673,16,0.228788691,0,0,0,1,2,0,3,170,1,0,1,0,0,0,0,1,0,0
